Media Source,Sentence,Date,Type,"Contained ""massacre""","Contained ""horrific""","Contained ""slaughter"""
LAT,"sacco’s illustrated reportorial deep-dive felt like a breakthrough not just for journalism but also for the graphic novel — proving that what we once called comics can be a conduit for the darkest and most serious material. nathan thrall, author of the recent book “a day in the life of abed salama,” calls it “a powerful and brilliant work of reportage that uncovers, in the form of a graphic novel, an israeli massacre in gaza in 1956, at the same time depicting in sacco’s inimitable style the present-day lives of the people of rafah and khan younis.”",11/21/2023,News,1,0,0
NYT,"“this is an unprecedented event,” dr. abu salima said. “this equates to mass execution. a massacre!”",10/10/2023,News,1,0,0
wapo,"right-wing lebanese christian militias allied to the israelis carried out the hideous massacres of up to 2,000 palestinians at the sabra and shatila refugee camps, as well as hundreds of lebanese civilians. in reaction to the invasion, syria and iran forged an “axis of resistance” that shapes the geopolitical equation to this day.",10/11/2023,News,1,0,0
wapo,"“i’m terrified,” marwa fatafta, a policy analyst at al shabaka, a palestinian think tank and regional policy manager for the nonprofit digital human rights group access now. “there’s a lot of information being shared that is not verified, a lot of calls to violence and dehumanization. and all this is fanning the flames for further massacres [of palestinians].”",10/14/2023,News,1,0,0
NYT,"u.n. ambassadors from arab countries stood united outside the security council demanding an immediate cease-fire in israel’s offensive in gaza on tuesday evening. riyad mansour, the palestinian representative at the u.n., said the group collectively blamed israel for the hospital blast. “we hold israel responsible for this massacre and crime,” he said. “those responsible should face justice and accountability and punishment.”",10/17/2023,News,1,0,0
NYT,"“the situation in gaza is a disaster in the truest sense of the word: massacres everywhere,” he said, adding that the streets reek of death.",10/17/2023,News,1,0,0
NYT,"“we were operating in the hospital, there was a strong explosion and the ceiling fell on the operating room,” dr. abu-sitta said in a statement distributed by the group. “this is a massacre,” he added.",10/17/2023,News,1,0,0
NYT,"hezbollah, the lebanese militant group that has fought escalating clashes with israel in recent days, denounced the blast at the hospital as an israeli “massacre,” calling in a statement via al manar, the lebanese broadcaster it owns, for a “day of rage” on wednesday against israel and president biden’s pending visit there.",10/17/2023,News,1,0,0
wapo,"“this is a massacre,” doctors without borders, which blamed israel for the hospital strike, said in a statement. “it is absolutely unacceptable. … hospitals are not a target. this bloodshed must stop. enough is enough.”",10/17/2023,News,1,0,0
wapo,"palestinian officials were quick to label tuesday’s hospital strike an israeli “massacre,” though israeli officials blamed the blast on an errant rocket from palestinian militants. current u.s. intelligence has found that israel was “not responsible,” a white house national security council spokesperson told the washington post on wednesday.",10/18/2023,News,1,0,0
wapo,"israel’s military had blamed the blast on misfired rockets from another palestinian militant group. but over a rapid-fire series of nearly two dozen messages in arabic and english, hamas told its online audience of hundreds of thousands that the “massacre” had come from an israeli airstrike and that the country and its western allies were at fault for “genocide.”",10/18/2023,News,1,0,0
wapo,"but the damage was done, and jordanian king abdullah, who had planned to host a four-way summit with biden, abbas and sisi, canceled the entire event, calling the explosion an “ugly massacre perpetrated by israel against innocent civilians.”",10/18/2023,News,1,0,0
NYT,"“you ignore all the other massacres,” said mr. hamad, the hamas official.",10/23/2023,News,1,0,0
NYT,"the u.n. ambassador from iran, which has close ties to hamas and provides it with military and financial support, accused israel of “apartheid policies” against palestinians. the official, saeid iravani, called israel’s strikes in gaza a “brutal massacre.”",10/24/2023,News,1,0,0
