Media Source,Date,Headline,link,Type (News/Editorial)
LAT,10/27/2023,U.N. General Assembly calls for 'humanitarian truce' in Gaza aiming to halt Israel-Hamas fighting,https://www.latimes.com/world-nation/story/2023-10-27/un-general-assembly-calls-for-humanitarian-truce-in-gaza-leading-to-halt-in-israel-hamas-fighting,News
LAT,10/26/2023,Israeli troops briefly raid northern Gaza to 'prepare' for expected full-scale incursion,https://www.latimes.com/world-nation/story/2023-10-26/israel-ground-raid-gaza-more-airstrikes,News
LAT,10/26/2023," Essay: Israel-Hamas war: Shocking — not surprising — in a land of grief, hate and broken promises  ",https://www.latimes.com/world-nation/story/2023-10-26/the-bloody-cycle-between-israel-and-hamas,News
LAT,10/26/2023,Israel-Hamas war puts top Democratic Senate candidates' foreign policy differences in the spotlight,https://www.latimes.com/politics/story/2023-10-26/israel-foreign-policy-california-senate-lee-schiff-porter,News
LAT,10/26/2023," A stone, a bullet, a burial. A Palestinian boy's death in the West Bank signals wider unrest  ",https://www.latimes.com/world-nation/story/2023-10-26/amid-israel-gaza-war-west-bank-boys-death-points-to-wider-unrest,News
LAT,10/25/2023," California city first in U.S. to officially back Palestinians, accuses Israel of 'ethnic cleansing'  ",https://www.latimes.com/california/story/2023-10-25/california-city-first-in-nation-to-support-palestinians-in-gaza-with-resolution-accusing-israel-of-ethnic-cleansing,News
LAT,10/25/2023,U.N. warns Gaza blockade could force it to sharply cut relief missions as Israeli bombings rise,https://www.latimes.com/world-nation/story/2023-10-25/un-warns-cutback-gaza-relief-israeli-bombings,News
LAT,10/25/2023," For Californians whose relatives were kidnapped in Israel, the uncertainty is 'an unimaginable nightmare' ",https://www.latimes.com/california/story/2023-10-25/la-me-californians-family-kidnapped-israel-hamas,News
LAT,10/25/2023,Israel accuses U.N. chief of justifying terrorism for saying Hamas attack 'didn't happen in a vacuum',https://www.latimes.com/world-nation/story/2023-10-25/israel-accuses-un-chief-of-justifying-terrorism-for-saying-hamas-attack-didnt-happen-in-a-vacuum,News
LAT,10/25/2023," Man allegedly invades Studio City home, threatens Jewish family, yells 'Free Palestine' ",https://www.latimes.com/california/story/2023-10-25/home-invasion-suspect-reportedly-threatened-to-kill-jewish-family-in-studio-city-yelled-free-palestine,News
LAT,10/24/2023," WGA West weighs in on Israeli, Palestinian deaths, condemns antisemitism, Islamophobia ",https://www.latimes.com/entertainment-arts/business/story/2023-10-24/wga-statement-israel-palestine-gaza-hamas,News
LAT,10/24/2023," Amid criticism, Biden administration makes plea for civilians trapped in Gaza under Israeli bombardment ",https://www.latimes.com/politics/story/2023-10-24/amid-criticism-biden-administration-makes-plea-for-civilians-trapped-in-gaza-under-israeli-bombardment,News
LAT,10/24/2023," Israeli airstrikes surge in Gaza, destroying homes and killing dozens at a time ",https://www.latimes.com/world-nation/story/2023-10-24/gaza-spiraling-death-toll-israel-increased-airstrikes,News
LAT,10/24/2023,Hallucinatory anguish and moments of hope: How Israel waits for news of hostages,https://www.latimes.com/world-nation/story/2023-10-24/i-am-with-you-in-israel-anguish-over-dozens-of-hamas-held-captives,News
LAT,10/24/2023,How the Israel-Hamas war is dividing Hollywood,https://www.latimes.com/entertainment-arts/business/story/2023-10-24/israel-hamas-war-hollywood-wga,News
LAT,10/24/2023,Is Israel's Iron Dome missile defense system ironclad?,https://www.latimes.com/world-nation/story/2023-10-24/is-israels-iron-dome-missile-defense-system-ironclad,News
LAT,10/24/2023,Muslim parents say LAUSD 'pro-Israel' statement made their kids targets,https://www.latimes.com/california/story/2023-10-24/muslim-parents-say-kids-bullied-after-lausd-issues-pro-israel-statement,News
LAT,10/23/2023,Hamas frees two Israeli women as U.S. advises delaying ground war to allow talks on captives,https://www.latimes.com/world-nation/story/2023-10-23/israel-airstrikes-gaza-small-aid-convoy-enters,News
LAT,10/23/2023," After Israel visit, Newsom heads to China for climate talks. But can he avoid global conflicts? ",https://www.latimes.com/california/story/2023-10-23/gavin-newsom-california-israel-visit-arrives-china-hong-kong-climate-talks,News
LAT,10/23/2023,Dave Chappelle tackles the Israel-Hamas war onstage with a mixed reaction that included early exits,https://www.latimes.com/entertainment-arts/story/2023-10-23/dave-chappelle-israel-hamas-war-boston,News
LAT,10/23/2023,The left has really let us down.' Why many American Jews feel abandoned,https://www.latimes.com/world-nation/story/2023-10-23/israel-hamas-war-american-jewish-left,News
LAT,10/22/2023," Blinken, Austin say U.S. is ready to respond if personnel become targets of Israel-Hamas war ",https://www.latimes.com/world-nation/story/2023-10-22/blinken-austin-say-us-is-ready-to-respond-if-us-personnel-become-targets-of-israel-hamas-war,News
LAT,10/22/2023," Israel strikes Gaza, Syria and West Bank as war with Hamas threatens to ignite other fronts ",https://www.latimes.com/world-nation/story/2023-10-22/israel-strikes-gaza-syria-and-west-bank-as-war-against-hamas-threatens-to-ignite-other-fronts,News
LAT,10/22/2023," Maha Dakhil, a top agent at CAA, steps aside from leadership roles after Israel-Hamas post ",https://www.latimes.com/entertainment-arts/business/story/2023-10-22/maha-dakhil-agent-caa-resigns-leadership-role-israel-hamas-social-media-post,News
LAT,10/22/2023,Column: Biden says the U.S. must help Israel and Ukraine succeed  — he's staking his reputation on it,https://www.latimes.com/politics/story/2023-10-22/mcmanus-column-biden-reputation-israel-ukraine,News
LAT,10/21/2023,Thousands of pro-Palestinian protesters rally in downtown Los Angeles,https://www.latimes.com/california/story/2023-10-21/pro-palestinian-supporters-hold-rally-and-march-in-downtown-los-angeles,News
LAT,10/21/2023," AP visual analysis: Rocket from Gaza appeared to go astray, likely caused deadly hospital explosion ",https://www.latimes.com/world-nation/story/2023-10-21/ap-visual-analysis-rocket-from-gaza-appeared-to-go-astray-likely-caused-deadly-hospital-explosion,News
LAT,10/21/2023," Medical supplies, other aid begin to trickle into Gaza through Egypt's border crossing ",https://www.latimes.com/world-nation/story/2023-10-21/gaza-aid-enters-egypt-border-crossing-israeli-bombardment,News
LAT,10/20/2023," French intelligence points to Palestinian rocket, not Israeli airstrike, in Gaza hospital blast, official says ",https://www.latimes.com/world-nation/story/2023-10-20/french-intelligence-points-to-palestinian-rocket-not-israeli-airstrike-for-gaza-hospital-blast,News
LAT,10/20/2023," Israel says two Americans held hostage by Hamas, a mother and daughter, have been released ",https://www.latimes.com/world-nation/story/2023-10-20/israel-pounds-gaza-evacuates-town-near-lebanon,News
LAT,10/20/2023,Column: The Israel-Hamas war is horrific. And celebs posting on social media won't solve it,https://www.latimes.com/entertainment-arts/story/2023-10-20/israel-hamas-war-instagram-x-celebrity-statements,News
LAT,10/20/2023,How big are Israel and Gaza? Smaller than you might think,https://www.latimes.com/world-nation/story/2023-10-20/israel-gaza-how-big-maps-california,News
LAT,10/19/2023," Amid Israel-Hamas war, doctors at Gaza hospitals face heartbreaking choices  ",https://www.latimes.com/world-nation/story/2023-10-19/after-bombing-campaign-doctors-at-gaza-hospitals-facing-heartbreaking-choices,News
LAT,10/19/2023," Biden urges more U.S. military funding for Ukraine, Israel in Oval Office address ",https://www.latimes.com/politics/story/2023-10-19/biden-urges-funding-ukraine-israel-wars-oval-office-address,News
LAT,10/19/2023,CEOs are feeling pressure to speak out on the Israel-Hamas war,https://www.latimes.com/business/story/2023-10-19/ceos-are-feeling-pressure-to-speak-out-on-israel-hamas-war,News
LAT,10/19/2023,Gaza awaits aid from Egypt as Israel readies troops for ground assault,https://www.latimes.com/world-nation/story/2023-10-19/israel-continues-airstrikes-gaza-after-biden-visit,News
LAT,10/19/2023,Stand with Israel': Jewish MLB players appear in video condemning Hamas attack,https://www.latimes.com/sports/story/2023-10-19/jewish-mlb-players-video-israel-support-antisemitism-hamas-attack,News
LAT,10/19/2023," 'No war crimes in our name,' Jewish protesters say outside Kamala Harris' L.A. home ",https://www.latimes.com/california/story/2023-10-19/progressive-jewish-protest-israel-ceasefire-kamala-harris-los-angeles-home,News
LAT,10/19/2023,And then I had to go out and speak': Doug Emhoff on being Jewish right now,https://www.latimes.com/politics/story/2023-10-19/doug-emhoff-jewish-second-gentleman-israel-hamas,News
LAT,10/18/2023," As Biden visits, rage spreads amid dueling narratives from Israel, Hamas ",https://www.latimes.com/world-nation/story/2023-10-18/as-rage-spreads-dueling-narratives-from-israel-and-hamas-highlight-risk-of-regional-war,News
LAT,10/18/2023," Israel will let Egypt deliver some aid to Gaza, as doctors struggle to treat hospital blast victims ",https://www.latimes.com/world-nation/story/2023-10-18/gaza-hospital-blast-doctors-struggle-save-victims,News
LAT,10/18/2023,Biden wraps up visit to wartime Israel with a warning against being 'consumed' by rage,https://www.latimes.com/world-nation/story/2023-10-18/biden-pledges-solidarity-israel-gaza-hospital-blast,News
LAT,10/18/2023,What do Hamas and Israel see as the endgame? What would 'victory' look like?,https://www.latimes.com/world-nation/story/2023-10-18/with-ground-invasion-looming-what-are-israel-and-hamas-aims,News
LAT,10/18/2023," Germany's chancellor condemns firebomb attack on Berlin synagogue, vows protection for Jews ",https://www.latimes.com/world-nation/story/2023-10-18/berlin-synagogue-firebomb-attack-germany-chancellor-condemns,News
LAT,10/17/2023," 'I need to ask God why.' In Israel and Gaza, the scale of death overwhelms the living ",https://www.latimes.com/world-nation/story/2023-10-17/in-israel-gaza-sheer-scale-of-death-overwhelms,News
LAT,10/17/2023," Blast kills hundreds at Gaza hospital; Hamas blames Israel, which blames Islamic Jihad  ",https://www.latimes.com/world-nation/story/2023-10-17/israeli-bombings-gaza-kill-dozens-aid-still-stalled,News
LAT,10/17/2023,Biden arrives in Israel on crisis-diplomacy mission rattled by horrific Gaza hospital blast,https://www.latimes.com/politics/story/2023-10-17/biden-israel-gaza-humanitarian-crisis-visit,News
LAT,10/16/2023,Humanitarian aid is stuck at Gaza-Egypt border amid Israeli siege. Biden to visit Israel,https://www.latimes.com/world-nation/story/2023-10-16/gaza-hospitals-breaking-point-americans-evacuate-israel,News
LAT,10/16/2023," More than 1,000 sign open letter decrying cancellation of German event for Palestinian author ",https://www.latimes.com/entertainment-arts/books/story/2023-10-16/adania-shinli-book-prize-cancellation,News
LAT,10/15/2023,Palestinian Americans stuck in Gaza as all-out Israeli invasion looms,https://www.latimes.com/world-nation/story/2023-10-15/palestinian-americans-stuck-in-gaza,News
LAT,10/15/2023," Chicago-area man stabs 2 Muslims, killing boy, over Israel-Hamas war, authorities say ",https://www.latimes.com/world-nation/story/2023-10-15/man-killed-muslim-boy-and-wounds-woman-in-hate-crime-driven-by-hamas-attack-police-say,News
LAT,10/15/2023,Column: Israel's goal in Gaza is regime change. Where have we heard that before?,https://www.latimes.com/politics/story/2023-10-15/mcmanus-column-israel-goal-gaza-regime-change,News
LAT,10/15/2023,The war between Israel and Hamas is testing the Republican Party's isolationist shift,https://www.latimes.com/world-nation/story/2023-10-15/the-war-between-israel-and-hamas-is-testing-the-republican-partys-isolationist-shift,News
LAT,10/15/2023,Thousands march on L.A.'s Westside in show of solidarity with Israel,https://www.latimes.com/california/story/2023-10-15/thousands-expected-for-solidarity-march-for-israeli-in-century-city,News
LAT,10/15/2023,Gaza hospitals are inundated with patients and desperately low on supplies as invasion looms,https://www.latimes.com/world-nation/story/2023-10-15/packed-gaza-hospitals-warn-that-thousands-could-die-as-supplies-run-low-and-israeli-ground-offensive-looms,News
LAT,10/14/2023,Palestinians in Gaza scramble to evacuate northern Gaza amid growing Israeli warnings of ground offensive,https://www.latimes.com/world-nation/story/2023-10-14/palestinians-flee-south-gaza-israel-conducts-brief-raids,News
LAT,10/14/2023,Thousands of pro-Palestinian demonstrators gather at Israeli Consulate in West L.A.,https://www.latimes.com/california/story/2023-10-14/thousands-of-pro-palestinian-groups-gather-in-front-of-federal-building-in-westwood,News
LAT,10/14/2023,How to think about Israel and Gaza? We asked Palestinian and Jewish leaders,https://www.latimes.com/california/story/2023-10-14/israel-gaza-palestinian-jewish-community-voices,News
LAT,10/14/2023," Grief, anger, fear on college campuses as Israel-Hamas war divide comes home ",https://www.latimes.com/california/story/2023-10-14/israel-hamas-war-divide-comes-home-to-u-s-college-campuses,News
LAT,10/14/2023,How Jewish-Palestinian couples cope with a war that hits too close to home,https://www.latimes.com/california/story/2023-10-14/jewish-palestinian-relationships-tested-amid-war,News
LAT,10/13/2023,No words for this horror.' Israelis and Palestinians confront a terrifying new reality,https://www.latimes.com/world-nation/story/2023-10-13/no-words-for-this-horror-israelis-and-palestinians-confront-a-terrifying-new-reality,News
